"applications","connections","day","year","isoWeek","isoYear","isoYearIsoWeek","jobApplicationCandidateIds","month","pageviews","sessions","uniquePageviews"
6,0,10,2023,28,,202328,"[51326885,35746716,52830422,52838094,46605167]",7,45,18,
6,0,11,2023,28,,202328,"[52922447,49039720,9546831,19503869]",7,58,31,
11,0,12,2023,28,,202328,"[52991122,53045851,43589889,43052204,52966859,53049897,52988659,52967594,53041048,45620203]",7,57,27,
3,0,13,2023,28,,202328,"[53128938,53089378,34055697]",7,27,14,
8,0,14,2023,28,,202328,"[53198654,53207563,15409095,30655942,53218658,53228677,53170134]",7,42,22,
2,0,15,2023,28,,202328,"[53257162,53264891]",7,9,5,
2,0,16,2023,28,,202328,"[53317438,5802624]",7,13,8,
2,0,17,2023,29,,202329,"[48344640,53401989]",7,22,14,
4,0,18,2023,29,,202329,"[50547813,53493326,53495249,53477047]",7,24,15,
13,0,19,2023,29,,202329,"[53516635,9061052,53511637,35083613]",7,54,18,
3,0,20,2023,29,,202329,"[46165566,25524173,47484709]",7,27,17,
3,0,21,2023,29,,202329,"[46165566,53689718,46605167]",7,33,22,
1,0,22,2023,29,,202329,"[53717899]",7,8,7,
1,0,23,2023,29,,202329,"[41869069]",7,13,10,
3,0,24,2023,30,,202330,"[53815646,3427429,53808313]",7,27,16,
4,0,25,2023,30,,202330,"[53942049,53887265,45203629,39977817]",7,22,13,
5,0,26,2023,30,,202330,"[53971444,54031198,54032285,54012625,54052744]",7,46,23,
2,0,27,2023,30,,202330,"[54105391,54091165]",7,23,10,
4,0,28,2023,30,,202330,"[54171105,53996681,35746716,54164622]",7,27,14,
1,0,29,2023,30,,202330,"[54197300]",7,15,8,
5,0,30,2023,30,,202330,"[51583048,54225447,54223702,10055015,54226496]",7,29,16,
7,0,31,2023,31,,202331,"[54300318,54265191,54327367,54290894,54329845,54315567,54299171]",7,53,34,
9,0,1,2023,31,,202331,"[54339699,54404752,54357910,53795806,44311031,54359027,54362404,51920811,54363680]",8,38,18,
4,0,2,2023,31,,202331,"[54457848,46024646,54462978,26180555]",8,28,16,
3,0,3,2023,31,,202331,"[54481132,35351168,54497956]",8,27,16,
6,0,4,2023,31,,202331,"[49184063,54557482,54616561,43631984,54562057,54571502]",8,64,23,
4,0,5,2023,31,,202331,"[54644708,42846759,17927430,54644699]",8,20,10,
2,0,6,2023,31,,202331,"[54691990,54694334]",8,27,19,
6,0,7,2023,32,,202332,"[30441498,54773765,54801562,54768754,54782504,54759682]",8,63,30,
7,0,8,2023,32,,202332,"[54404752,13393231,54823764,47648024,54844170,54831132,54896454]",8,63,40,
11,0,9,2023,32,,202332,"[54958620,54962956,31972419,54932162,54916045,53575084,54955301,54955552,54965525,37047479]",8,110,57,
8,0,10,2023,32,,202332,"[55062469,51102833,55064895,55064566,55059602,52149491,52925246]",8,88,45,
9,0,11,2023,32,,202332,"[55118660,2394709,55075737,55095427,55104214,55109686]",8,74,40,
3,0,12,2023,32,,202332,"[48903087,55158914,55155472]",8,21,14,
8,0,13,2023,32,,202332,"[55183921,55202112,40951589,55185572,55170499,50891224,28499708,34055697]",8,44,26,
8,0,14,2023,33,,202333,"[51259596,55233863,55242718,55232908,55261475,821596]",8,55,29,
6,0,15,2023,33,,202333,"[53092366,55284047,55328340,52149491,7478665,55307076]",8,54,30,
6,0,16,2023,33,,202333,"[29952624,55365396,55398452,19898879]",8,53,35,
6,0,17,2023,33,,202333,"[55473614,51102833,55427414,55422063,55447230,55470150]",8,42,23,
4,0,18,2023,33,,202333,"[19567237,55474266,55495804,52058990]",8,31,14,
1,0,19,2023,33,,202333,"[11132856]",8,10,5,
1,0,20,2023,33,,202333,"[55581240]",8,7,4,
3,0,21,2023,34,,202334,"[54754225,55651909,55625520]",8,23,15,
2,0,22,2023,34,,202334,"[55718285,55728652]",8,18,13,
14,0,23,2023,34,,202334,"[51361450,34919839]",8,35,14,
4,0,24,2023,34,,202334,"[46024646,55842196,29729340,55876493]",8,64,40,
3,0,25,2023,34,,202334,"[55925911,55926565,47940961]",8,49,25,
1,0,26,2023,34,,202334,"[17939273]",8,13,9,
2,0,27,2023,34,,202334,"[23929962,56046080]",8,8,4,
12,0,28,2023,35,,202335,"[56104902,56092425,56060101,47700845,52792767,56109669,49212616,30263510,56121012,54164622,56094534]",8,113,60,
6,0,29,2023,35,,202335,"[56211443,56196578,39541458,56162927,46605167,32346259]",8,65,43,
7,0,30,2023,35,,202335,"[56306319,27880212,56333019,56279809,221,56286417,56321324]",8,49,38,
12,0,31,2023,35,,202335,"[56360514,56431482,56394918,56432561,56367998,56372053,33574441,56354633,56421587,56414585,42354941,11054819]",8,86,44,
1,0,1,2023,35,,202335,"[56449972]",9,35,24,
5,0,2,2023,35,,202335,"[56520992,56519702]",9,22,9,
1,0,3,2023,35,,202335,"[41869069]",9,18,16,
6,0,4,2023,36,,202336,"[56610595,56611851,56766258,56779935,46435490,46605167]",9,33,21,
3,0,5,2023,36,,202336,"[56900234,56634701,37404697]",9,38,27,
7,0,6,2023,36,,202336,"[56998352,56955549,56931309,56972272,25775539,56960544,21776115]",9,52,28,
5,0,7,2023,36,,202336,"[57063697,57063474,37404697,57030849,57039677]",9,39,22,
3,0,8,2023,36,,202336,"[57102488,25720421,57150773]",9,47,33,
3,0,9,2023,36,,202336,"[57192196,57192753,57209748]",9,28,19,
1,0,10,2023,36,,202336,"[57243113]",9,16,12,
11,0,11,2023,37,,202337,"[57305612,57341723,52246739,57288248,57334985,57334824,51259596,57322351,57312803,57322593]",9,78,44,
10,0,12,2023,37,,202337,"[57443456,51102833,57430248,57403822,57394166,57124343,57415226,21728653,57392209]",9,118,66,
3,0,13,2023,37,,202337,"[57543185,57537833,29586971]",9,55,36,
2,0,14,2023,37,,202337,"[57615444,55049706]",9,35,26,
8,0,15,2023,37,,202337,"[43004888,57726331,11504186,57690017,53332087,55651909]",9,55,38,
1,0,16,2023,37,,202337,"[57764183]",9,12,11,
1,0,17,2023,37,,202337,"[51102833]",9,8,6,
4,0,18,2023,38,,202338,"[35064355,57916909,57841846,57900529]",9,29,17,
4,0,19,2023,38,,202338,"[58016230,57948229,57956881,36650883]",9,36,20,
7,0,20,2023,38,,202338,"[58094829,58117307,35592202,52149491,24178230,43005740,58115396]",9,51,30,
8,0,21,2023,38,,202338,"[58226475,43004888,35972645,58173495,3155410,58172587,46605167]",9,51,28,
6,0,22,2023,38,,202338,"[57312803,58314875,31960531,41869069,58310253,29525570]",9,34,21,
1,0,23,2023,38,,202338,"[33843852]",9,15,12,
0,0,24,2023,38,,202338,"[]",9,25,20,
5,0,25,2023,39,,202339,"[58457773,58440787,56093634,58491007,58226475]",9,50,26,
4,0,26,2023,39,,202339,"[58569933,56333019,55178900]",9,56,40,
4,0,27,2023,39,,202339,"[58674248,58713405,35064355,58675411]",9,36,24,
6,0,28,2023,39,,202339,"[23837241,58777777,45780019,58804345,58822416,18354924]",9,44,20,
3,0,29,2023,39,,202339,"[58924246,58853660,22801936]",9,21,10,
5,0,30,2023,39,,202339,"[58941983,56367998,54631422,58976769,58965779]",9,27,14,
8,0,1,2023,39,,202339,"[59014392,51102833,59010502,58994368,48122181,35064228,9889632]",10,37,12,
3,0,2,2023,40,,202340,"[11451540,37525242,59064518]",10,25,12,
6,0,3,2023,40,,202340,"[59200843,34453964,2651915,59207387,59206264]",10,48,29,
4,0,4,2023,40,,202340,"[58866212,54631422,59256735,59259047]",10,29,19,
9,0,5,2023,40,,202340,"[44623756,59368088,51102833,59403300,59395201,59378194,4597254,59393199]",10,50,29,
2,0,6,2023,40,,202340,"[59417297,43005740]",10,12,9,
2,0,7,2023,40,,202340,"[59528470,46435490]",10,10,7,
1,0,8,2023,40,,202340,"[59560689]",10,5,5,
7,0,9,2023,41,,202341,"[59684150,59676553,45480347,59695798,57764183]",10,41,20,
15,0,10,2023,41,,202341,"[7444694,59901363,51102833,59676553,59887525,43267287,43004888,59882676,59901007,49739870,59690540,59754334,59901559,59848291]",10,88,43,
10,0,11,2023,41,,202341,"[60102433,57039677,38986946,59922892,60099833,60069973,59977596,60093138,40563249,60061845]",10,325,225,
12,0,12,2023,41,,202341,"[55871100,2538678,60122645,60150074,60129942,60131074,59882676,60106992,60138712,60154242]",10,66,36,
2,0,13,2023,41,,202341,"[60215739,60238958]",10,21,19,
3,0,14,2023,41,,202341,"[54481132,60288502]",10,25,17,
2,0,15,2023,41,,202341,"[60347556,60350734]",10,27,21,
4,0,16,2023,42,,202342,"[60428363,53808313,60402484,60411546]",10,68,33,
4,0,17,2023,42,,202342,"[38003780,28382703,60497387,34737641]",10,41,26,
12,0,18,2023,42,,202342,"[48599162,36134728,2538678,48223746,60628812,60632023,59795711,49769991,60545491,50390703,60642248,32346259]",10,97,58,
11,0,19,2023,42,,202342,"[60662354,59393024,1360272,60716482,60632023,46024646,56948605,60665056,60677110]",10,82,47,
5,0,20,2023,42,,202342,"[60799541,60784329,56023199,46451502,60762480]",10,102,78,
2,0,21,2023,42,,202342,"[60842481,60831629]",10,38,26,
8,0,22,2023,42,,202342,"[60855313,60862992]",10,63,18,
5,0,23,2023,43,,202343,"[56058611,61012728,61027130,60911758,60878036]",10,40,21,
3,0,24,2023,43,,202343,"[61123705,61071738,19865856]",10,44,18,
6,0,25,2023,43,,202343,"[61151381,59072707,33363659,61180105,33289281,61155867]",10,42,24,
8,0,26,2023,43,,202343,"[36874229,28529645,61304462]",10,38,19,
2,0,27,2023,43,,202343,"[25639462,56092425]",10,28,19,
5,0,28,2023,43,,202343,"[61383300,55170499,61399917,4597254]",10,20,14,
5,0,29,2023,43,,202343,"[61426757,61436460,7502903,41737725,61447283]",10,38,25,
10,0,30,2023,44,,202344,"[61461136,31972419,61489955,61474886,61487760,61549661,61546599,59378194,61482314,61548064]",10,115,56,
10,0,31,2023,44,,202344,"[61635660,61027644,61610694,61595468,61570436,61601103,61610691,11054819,61631036]",10,92,61,
3,0,1,2023,44,,202344,"[61652339,61644680,61679891]",11,38,24,
1,0,2,2023,44,,202344,"[41402186]",11,13,12,
1,0,3,2023,44,,202344,"[61910400]",11,8,4,
2,0,4,2023,44,,202344,"[61948557,61955436]",11,11,6,
1,0,5,2023,44,,202344,"[62014900]",11,17,13,
4,0,6,2023,45,,202345,"[39447504,62071798,12829896,32799222]",11,29,20,
3,0,7,2023,45,,202345,"[32888346,21599161,9932256]",11,43,28,
4,0,8,2023,45,,202345,"[62307850,62289634,62324259,60873146]",11,105,75,
5,0,9,2023,45,,202345,"[62396336,62329248,62379962,62397230,56862374]",11,44,32,
4,0,10,2023,45,,202345,"[62451927,62468838,56913888,42778570]",11,41,32,
1,0,11,2023,45,,202345,"[62505045]",11,23,16,
4,0,12,2023,45,,202345,"[20469645,61153786,44053407,62532978]",11,44,25,
6,0,13,2023,46,,202346,"[35592202,62585906,34363474,62666237,62658327]",11,49,21,
15,0,14,2023,46,,202346,"[62792328,62737102,62790242,62263362,62718976,62314529,62767612,62690426,62786504,62787122,62776510,62792725,62789719,62295140]",11,183,89,
19,0,15,2023,46,,202346,"[62808635,62812979,5037090,62805476,62870736,62821907,62247359,62838745,62264664,61719542,62873969,62836438,62263929,62823799,62823258,62249913,62849819,62854563,62881351]",11,179,85,
12,0,16,2023,46,,202346,"[62917961,62946354,48122181,62962521,62907808,62899628,62264289,62264337,62960275,62968091,25189466,62897533]",11,108,62,
10,0,17,2023,46,,202346,"[62970018,62978391,62266154,62245497,62970064,62247472,62934769,62266077,62717268]",11,84,54,
1,0,18,2023,46,,202346,"[63070557]",11,33,22,
4,0,19,2023,46,,202346,"[63089478,16079390,63107343,47543581]",11,35,18,
6,0,20,2023,47,,202347,"[63166971,63193726,63190986,63194268,63125996,63136544]",11,43,28,
8,0,21,2023,47,,202347,"[58440787,51102833,49279669,63247840,63287645,61437536]",11,55,36,
2,0,22,2023,47,,202347,"[38998774,63317135]",11,52,33,
4,0,23,2023,47,,202347,"[63436833,63468680,63432783,43993968]",11,43,28,
2,0,24,2023,47,,202347,"[57519320,63503469]",11,35,23,
1,0,25,2023,47,,202347,"[63559143]",11,21,10,
5,0,26,2023,47,,202347,"[43052204,42621702,63597240,62245472,63604670]",11,33,18,
4,0,27,2023,48,,202348,"[63659810,63639186,63623613,63699646]",11,91,46,
7,0,28,2023,48,,202348,"[63716904,63791105,63791642,63759015,63751884,63785451]",11,34,20,
1,0,29,2023,48,,202348,"[63861418]",11,36,23,
9,0,30,2023,48,,202348,"[9889632,63920036,63904605,63895934,63913750,63949927,20049094,25475224,62286092]",11,89,49,
3,0,1,2023,48,,202348,"[63983245,63979374,64029719]",12,47,26,
0,0,2,2023,48,,202348,"[]",12,12,9,
3,0,3,2023,48,,202348,"[64100136,34148815,64110240]",12,28,15,
11,0,4,2023,49,,202349,"[64168849,56092425,64172813,43004888,64190771,629827,64158784,64197490,64200702,64162241]",12,86,49,
6,0,5,2023,49,,202349,"[64400534,25831418,64354183,64363400,64404602,46271818]",12,48,22,
4,0,6,2023,49,,202349,"[64461561,32579963,63308669,64447775]",12,62,46,
4,0,7,2023,49,,202349,"[64546642,64577323,64515265,64559476]",12,32,18,
9,0,8,2023,49,,202349,"[64608433,52246739,48693560,64610867,62988734,64633272,64605605,64642251,64623771]",12,52,28,
2,0,9,2023,49,,202349,"[64660198,64684019]",12,34,27,
0,0,10,2023,49,,202349,"[]",12,14,12,
8,0,11,2023,50,,202350,"[51102833,64808742,64795122,64608433,64812831,64777416,64769760,64740959]",12,90,55,
2,0,12,2023,50,,202350,"[63221358,64830199]",12,31,20,
3,0,13,2023,50,,202350,"[23254874,64988873,64931396]",12,19,11,
10,0,14,2023,50,,202350,"[65011707,65077659,3713008,65055791,55512072,65061247,58294170,48306487,65083755]",12,103,71,
6,0,15,2023,50,,202350,"[65116272,65113461,65106229,9457373,14494915,65130356]",12,91,63,
3,0,16,2023,50,,202350,"[24537153,10035535,65188320]",12,21,12,
4,0,17,2023,50,,202350,"[65197280,51102833,27842664,65209630]",12,33,19,
3,0,18,2023,51,,202351,"[65253132,59788988,65283247]",12,69,36,
7,0,19,2023,51,,202351,"[65358178,65369615,64769523,59934677,65367013,65322623,65382161]",12,49,26,
3,0,20,2023,51,,202351,"[65448720,65443096,65394954]",12,28,19,
5,0,21,2023,51,,202351,"[65508806,65507280,65538269,65561157,65504402]",12,56,37,
0,0,22,2023,51,,202351,"[]",12,20,13,
1,0,23,2023,51,,202351,"[49631201]",12,14,9,
4,0,24,2023,51,,202351,"[49631201]",12,31,11,
2,0,25,2023,52,,202352,"[65706418,32995850]",12,16,11,
6,0,26,2023,52,,202352,"[65507280,65708852,65707701,65755679]",12,27,12,
4,0,27,2023,52,,202352,"[62707712,65800834,65829292]",12,21,9,
3,0,28,2023,52,,202352,"[65902404,4761542,53018533]",12,22,13,
2,0,29,2023,52,,202352,"[65943925,65953661]",12,16,11,
2,0,30,2023,52,,202352,"[21990521,65981679]",12,16,8,
3,0,31,2023,52,,202352,"[66007078,66009358,66003495]",12,18,11,
1,0,1,2024,1,,20241,"[53827088]",1,9,7,
5,0,2,2024,1,,20241,"[56023199,66069742,34840061,66126714,66080790]",1,41,29,
4,0,3,2024,1,,20241,"[29953210,66217560,66165261,65869534]",1,41,23,
1,0,4,2024,1,,20241,"[38595185]",1,14,11,
1,0,5,2024,1,,20241,"[66368294]",1,10,6,
3,0,7,2024,1,,20241,"[66484257,66482832,66487319]",1,17,11,
3,0,8,2024,2,,20242,"[55752905,34000135,66540846]",1,32,20,
6,0,9,2024,2,,20242,"[66644930,34000135,66664230,66707446,47016781]",1,27,13,
4,0,10,2024,2,,20242,"[66793724,66782090,66771333,66758491]",1,72,38,
7,0,11,2024,2,,20242,"[66951319,66849668,66871058,50999220,2329370,66916012,53495249]",1,43,26,
3,0,12,2024,2,,20242,"[66930377,67007696,66974911]",1,39,14,
1,0,13,2024,2,,20242,"[67093449]",1,10,6,
3,0,14,2024,2,,20242,"[67146416,59901559,67105688]",1,15,9,
6,0,15,2024,3,,20243,"[56196578,67175900,67182466,67169613,67261576,67232892]",1,195,141,
7,0,16,2024,3,,20243,"[64830199,67311601,67319663,67329447,67278116,67352992,67321681]",1,59,47,
2,0,17,2024,3,,20243,"[67427265,46970354]",1,43,32,
12,0,18,2024,3,,20243,"[67531916,64608433,67567576,51102833,62916757,19316157,67585073,67514479,40144925,45618171]",1,82,47,
5,0,19,2024,3,,20243,"[43004888,25890516,67678272,67658880,53495249]",1,42,29,
3,0,20,2024,3,,20243,"[64795122,61123705,67707087]",1,17,11,
7,0,21,2024,3,,20243,"[67768150,67770172,67741230,67749090,67759094,67780432,67770991]",1,38,24,
10,0,22,2024,4,,20244,"[67801348,67441833,67816107,67814812,67845907,52320866]",1,99,61,
8,0,23,2024,4,,20244,"[67943429,28116096,39021115,31095505,51893061,67969691,24363776,67981738]",1,52,32,
9,0,24,2024,4,,20244,"[49390769,68061529,68065239,68111245,19625757,68034403,68011255,68094565]",1,92,61,
10,0,25,2024,4,,20244,"[13130160,68223772,68257178,48020482,35168091,68145434,68250706,68187896,68250147,61298118]",1,116,85,
10,0,26,2024,4,,20244,"[68295438,29753714,68337080,68337113,68320907,68352199,68323000,51882651,68334019,49573816]",1,73,52,
2,0,27,2024,4,,20244,"[35528926,36531695]",1,22,14,
3,0,28,2024,4,,20244,"[68558593,68539872,45618171]",1,19,16,
19,0,29,2024,5,,20245,"[68634351,68573368,68576628,68598614,48693560,68568416,68590309,68655601,55233863,221,68644655,68586621,59451115,68655661,52197157,58392903,68655968,14038168,68584235]",1,97,56,
8,0,30,2024,5,,20245,"[14999734,68721998,68739012,56279809,47601339,68714985,57917160,68773547]",1,61,42,
18,0,31,2024,5,,20245,"[68890710,68901070,68818312,41053286,68866798,68896715,68840634,68814974,68888469,47921381,24537153,35003240,68789975,65369615,68785806,68834166,68804678,55652913]",1,109,57,
14,0,1,2024,5,,20245,"[68920438,68997278,50719090,68910533,28279026,35953495,68952488,68948647,68986191,68978423]",2,93,50,
3,0,2,2024,5,,20245,"[69111663,52450775,69134172]",2,29,17,
4,0,3,2024,5,,20245,"[69174044,59010502,69177661,69171584]",2,19,13,
1,0,4,2024,5,,20245,"[69235868]",2,14,11,
9,0,5,2024,6,,20246,"[69292957,69345705,69298034,69351029,69325899,69263611,69305116,37620489,69325417]",2,76,42,
11,0,6,2024,6,,20246,"[69479591,69367422,69345705,69411907,69458771,69395053,69399128,69418189,69456543,69447432,63597240]",2,163,89,
18,0,7,2024,6,,20246,"[41877564,61652339,69518451,56286417,69521202,32721141,24363776,69518438,69507593,69606604,69599785,69598281,69607437,69617949,69541693,69608016]",2,143,76,
7,0,8,2024,6,,20246,"[69728160,69730382,69673655,69682641,48903087,69674848]",2,56,33,
7,0,9,2024,6,,20246,"[69814581,51102833,34506857,69829500,69837388,64053576,69772190]",2,62,36,
6,0,10,2024,6,,20246,"[69880901,42531713,37620489,69867712,69863317]",2,27,14,
4,0,11,2024,6,,20246,"[69910378,69927103,69894049,69900400]",2,31,20,
8,0,12,2024,7,,20247,"[69953462,64769523,69945426,69937431,69957855,65843662]",2,74,50,
5,0,13,2024,7,,20247,"[41877564,70246833,70160617,70088973,70362463]",2,47,26,
0,0,7,2018,49,,201849,"[]",12,0,0,
0,0,8,2018,49,,201849,"[]",12,0,0,
0,0,9,2018,49,,201849,"[]",12,0,0,
0,0,10,2018,50,,201850,"[]",12,0,0,
0,0,11,2018,50,,201850,"[]",12,0,0,
0,0,12,2018,50,,201850,"[]",12,0,0,
0,0,13,2018,50,,201850,"[]",12,0,0,
0,0,14,2018,50,,201850,"[]",12,0,0,
0,0,15,2018,50,,201850,"[]",12,0,0,
0,0,16,2018,50,,201850,"[]",12,0,0,
0,0,17,2018,51,,201851,"[]",12,0,0,
0,0,18,2018,51,,201851,"[]",12,0,0,
0,0,19,2018,51,,201851,"[]",12,0,0,
0,0,20,2018,51,,201851,"[]",12,0,0,
0,0,21,2018,51,,201851,"[]",12,0,0,
0,0,22,2018,51,,201851,"[]",12,0,0,
0,0,23,2018,51,,201851,"[]",12,0,0,
0,0,24,2018,52,,201852,"[]",12,0,0,
0,0,25,2018,52,,201852,"[]",12,0,0,
0,0,26,2018,52,,201852,"[]",12,0,0,
0,0,27,2018,52,,201852,"[]",12,0,0,
0,0,28,2018,52,,201852,"[]",12,0,0,
0,0,29,2018,52,,201852,"[]",12,0,0,
0,0,30,2018,52,,201852,"[]",12,0,0,
0,0,31,2018,1,,20181,"[]",12,0,0,
0,0,1,2019,1,,20191,"[]",1,0,0,
0,0,2,2019,1,,20191,"[]",1,0,0,
0,0,3,2019,1,,20191,"[]",1,0,0,
0,0,4,2019,1,,20191,"[]",1,0,0,
0,0,5,2019,1,,20191,"[]",1,0,0,
0,0,6,2019,1,,20191,"[]",1,0,0,
0,0,7,2019,2,,20192,"[]",1,0,0,
0,0,8,2019,2,,20192,"[]",1,0,0,
0,0,9,2019,2,,20192,"[]",1,0,0,
0,0,10,2019,2,,20192,"[]",1,0,0,
0,0,11,2019,2,,20192,"[]",1,0,0,
0,0,12,2019,2,,20192,"[]",1,0,0,
0,0,13,2019,2,,20192,"[]",1,0,0,
0,0,14,2019,3,,20193,"[]",1,0,0,
0,0,15,2019,3,,20193,"[]",1,0,0,
0,0,16,2019,3,,20193,"[]",1,0,0,
0,0,17,2019,3,,20193,"[]",1,0,0,
0,0,18,2019,3,,20193,"[]",1,0,0,
0,0,19,2019,3,,20193,"[]",1,0,0,
0,0,20,2019,3,,20193,"[]",1,0,0,
0,0,21,2019,4,,20194,"[]",1,0,0,
0,0,22,2019,4,,20194,"[]",1,0,0,
0,0,23,2019,4,,20194,"[]",1,0,0,
0,0,24,2019,4,,20194,"[]",1,0,0,
0,0,25,2019,4,,20194,"[]",1,0,0,
0,0,26,2019,4,,20194,"[]",1,0,0,
0,0,27,2019,4,,20194,"[]",1,0,0,
0,0,28,2019,5,,20195,"[]",1,0,0,
0,0,29,2019,5,,20195,"[]",1,0,0,
0,0,30,2019,5,,20195,"[]",1,0,0,
0,0,31,2019,5,,20195,"[]",1,0,0,
0,0,1,2019,5,,20195,"[]",2,0,0,
0,0,2,2019,5,,20195,"[]",2,0,0,
0,0,3,2019,5,,20195,"[]",2,0,0,
0,0,4,2019,6,,20196,"[]",2,0,0,
0,0,5,2019,6,,20196,"[]",2,0,0,
0,0,6,2019,6,,20196,"[]",2,0,0,
0,0,7,2019,6,,20196,"[]",2,0,0,
0,0,8,2019,6,,20196,"[]",2,0,0,
0,0,9,2019,6,,20196,"[]",2,0,0,
0,0,10,2019,6,,20196,"[]",2,0,0,
0,0,11,2019,7,,20197,"[]",2,0,0,
0,0,12,2019,7,,20197,"[]",2,0,0,
0,0,13,2019,7,,20197,"[]",2,0,0,
0,0,14,2019,7,,20197,"[]",2,0,0,
0,0,15,2019,7,,20197,"[]",2,0,0,
0,0,16,2019,7,,20197,"[]",2,0,0,
0,0,17,2019,7,,20197,"[]",2,0,0,
0,0,18,2019,8,,20198,"[]",2,0,0,
0,0,19,2019,8,,20198,"[]",2,0,0,
0,0,20,2019,8,,20198,"[]",2,0,0,
0,0,21,2019,8,,20198,"[]",2,0,0,
0,0,22,2019,8,,20198,"[]",2,0,0,
0,0,23,2019,8,,20198,"[]",2,0,0,
0,0,24,2019,8,,20198,"[]",2,0,0,
0,0,25,2019,9,,20199,"[]",2,0,0,
0,0,26,2019,9,,20199,"[]",2,0,0,
0,0,27,2019,9,,20199,"[]",2,0,0,
0,0,28,2019,9,,20199,"[]",2,0,0,
0,0,1,2019,9,,20199,"[]",3,0,0,
0,0,2,2019,9,,20199,"[]",3,0,0,
0,0,3,2019,9,,20199,"[]",3,0,0,
0,0,4,2019,10,,201910,"[]",3,0,0,
0,0,5,2019,10,,201910,"[]",3,0,0,
0,0,6,2019,10,,201910,"[]",3,0,0,
0,0,7,2019,10,,201910,"[]",3,0,0,
0,0,8,2019,10,,201910,"[]",3,0,0,
0,0,9,2019,10,,201910,"[]",3,0,0,
0,0,10,2019,10,,201910,"[]",3,0,0,
0,0,11,2019,11,,201911,"[]",3,0,0,
0,0,12,2019,11,,201911,"[]",3,0,0,
0,0,13,2019,11,,201911,"[]",3,0,0,
0,0,14,2019,11,,201911,"[]",3,0,0,
0,0,15,2019,11,,201911,"[]",3,0,0,
0,0,16,2019,11,,201911,"[]",3,0,0,
0,0,17,2019,11,,201911,"[]",3,0,0,
0,0,18,2019,12,,201912,"[]",3,0,0,
0,0,19,2019,12,,201912,"[]",3,0,0,
0,0,20,2019,12,,201912,"[]",3,0,0,
0,0,21,2019,12,,201912,"[]",3,0,0,
0,0,22,2019,12,,201912,"[]",3,0,0,
0,0,23,2019,12,,201912,"[]",3,0,0,
0,0,24,2019,12,,201912,"[]",3,0,0,
0,0,25,2019,13,,201913,"[]",3,0,0,
0,0,26,2019,13,,201913,"[]",3,0,0,
0,0,27,2019,13,,201913,"[]",3,0,0,
0,0,28,2019,13,,201913,"[]",3,0,0,
0,0,29,2019,13,,201913,"[]",3,0,0,
0,0,30,2019,13,,201913,"[]",3,0,0,
0,0,31,2019,13,,201913,"[]",3,0,0,
0,0,1,2019,14,,201914,"[]",4,0,0,
0,0,2,2019,14,,201914,"[]",4,0,0,
0,0,3,2019,14,,201914,"[]",4,0,0,
0,0,4,2019,14,,201914,"[]",4,0,0,
0,0,5,2019,14,,201914,"[]",4,0,0,
0,0,6,2019,14,,201914,"[]",4,0,0,
0,0,7,2019,14,,201914,"[]",4,0,0,
0,0,8,2019,15,,201915,"[]",4,0,0,
0,0,9,2019,15,,201915,"[]",4,0,0,
0,0,10,2019,15,,201915,"[]",4,0,0,
0,0,11,2019,15,,201915,"[]",4,0,0,
0,0,12,2019,15,,201915,"[]",4,0,0,
0,0,13,2019,15,,201915,"[]",4,0,0,
0,0,14,2019,15,,201915,"[]",4,0,0,
0,0,15,2019,16,,201916,"[]",4,0,0,
0,0,16,2019,16,,201916,"[]",4,0,0,
0,0,17,2019,16,,201916,"[]",4,0,0,
0,0,18,2019,16,,201916,"[]",4,0,0,
0,0,19,2019,16,,201916,"[]",4,0,0,
0,0,20,2019,16,,201916,"[]",4,0,0,
0,0,21,2019,16,,201916,"[]",4,0,0,
0,0,22,2019,17,,201917,"[]",4,0,0,
0,0,23,2019,17,,201917,"[]",4,0,0,
0,0,24,2019,17,,201917,"[]",4,0,0,
0,0,25,2019,17,,201917,"[]",4,0,0,
0,0,26,2019,17,,201917,"[]",4,0,0,
0,0,27,2019,17,,201917,"[]",4,0,0,
0,0,28,2019,17,,201917,"[]",4,0,0,
0,0,29,2019,18,,201918,"[]",4,0,0,
0,0,30,2019,18,,201918,"[]",4,0,0,
0,0,1,2019,18,,201918,"[]",5,0,0,
0,0,2,2019,18,,201918,"[]",5,0,0,
0,0,3,2019,18,,201918,"[]",5,0,0,
0,0,4,2019,18,,201918,"[]",5,0,0,
0,0,5,2019,18,,201918,"[]",5,0,0,
0,0,6,2019,19,,201919,"[]",5,0,0,
0,0,7,2019,19,,201919,"[]",5,0,0,
0,0,8,2019,19,,201919,"[]",5,0,0,
0,0,9,2019,19,,201919,"[]",5,0,0,
0,0,10,2019,19,,201919,"[]",5,0,0,
0,0,11,2019,19,,201919,"[]",5,0,0,
0,0,12,2019,19,,201919,"[]",5,0,0,
0,0,13,2019,20,,201920,"[]",5,0,0,
0,0,14,2019,20,,201920,"[]",5,0,0,
0,0,15,2019,20,,201920,"[]",5,0,0,
0,0,16,2019,20,,201920,"[]",5,0,0,
0,0,17,2019,20,,201920,"[]",5,0,0,
0,0,18,2019,20,,201920,"[]",5,0,0,
0,0,19,2019,20,,201920,"[]",5,0,0,
0,0,20,2019,21,,201921,"[]",5,0,0,
0,0,21,2019,21,,201921,"[]",5,0,0,
