"applications","connections","day","year","isoWeek","isoYear","isoYearIsoWeek","jobApplicationCandidateIds","month","pageviews","sessions","uniquePageviews"
0,0,7,2020,45,,202045,"[]",11,0,0,
0,0,8,2020,45,,202045,"[]",11,0,0,
0,0,9,2020,46,,202046,"[]",11,0,0,
0,0,10,2020,46,,202046,"[]",11,0,0,
0,0,11,2020,46,,202046,"[]",11,0,0,
0,0,12,2020,46,,202046,"[]",11,0,0,
0,0,13,2020,46,,202046,"[]",11,0,0,
0,0,14,2020,46,,202046,"[]",11,0,0,
0,0,15,2020,46,,202046,"[]",11,0,0,
0,0,16,2020,47,,202047,"[]",11,0,0,
0,0,17,2020,47,,202047,"[]",11,0,0,
0,0,18,2020,47,,202047,"[]",11,0,0,
0,0,19,2020,47,,202047,"[]",11,0,0,
0,0,20,2020,47,,202047,"[]",11,0,0,
0,0,21,2020,47,,202047,"[]",11,0,0,
0,0,22,2020,47,,202047,"[]",11,0,0,
0,0,23,2020,48,,202048,"[]",11,0,0,
0,0,24,2020,48,,202048,"[]",11,0,0,
0,0,25,2020,48,,202048,"[]",11,0,0,
0,0,26,2020,48,,202048,"[]",11,0,0,
0,0,27,2020,48,,202048,"[]",11,0,0,
0,0,28,2020,48,,202048,"[]",11,0,0,
0,0,29,2020,48,,202048,"[]",11,0,0,
0,0,30,2020,49,,202049,"[]",11,0,0,
0,0,1,2020,49,,202049,"[]",12,0,0,
0,0,2,2020,49,,202049,"[]",12,0,0,
0,0,3,2020,49,,202049,"[]",12,0,0,
0,0,4,2020,49,,202049,"[]",12,0,0,
0,0,5,2020,49,,202049,"[]",12,0,0,
0,0,6,2020,49,,202049,"[]",12,0,0,
0,0,7,2020,50,,202050,"[]",12,0,0,
0,0,8,2020,50,,202050,"[]",12,0,0,
0,0,9,2020,50,,202050,"[]",12,0,0,
0,0,10,2020,50,,202050,"[]",12,0,0,
0,0,11,2020,50,,202050,"[]",12,0,0,
0,0,12,2020,50,,202050,"[]",12,0,0,
0,0,13,2020,50,,202050,"[]",12,0,0,
0,0,14,2020,51,,202051,"[]",12,0,0,
0,0,15,2020,51,,202051,"[]",12,0,0,
0,0,16,2020,51,,202051,"[]",12,0,0,
0,0,17,2020,51,,202051,"[]",12,0,0,
0,0,18,2020,51,,202051,"[]",12,0,0,
0,0,19,2020,51,,202051,"[]",12,0,0,
0,0,20,2020,51,,202051,"[]",12,0,0,
0,0,21,2020,52,,202052,"[]",12,0,0,
0,0,22,2020,52,,202052,"[]",12,0,0,
0,0,23,2020,52,,202052,"[]",12,0,0,
0,0,24,2020,52,,202052,"[]",12,0,0,
0,0,25,2020,52,,202052,"[]",12,0,0,
0,0,26,2020,52,,202052,"[]",12,0,0,
0,0,27,2020,52,,202052,"[]",12,0,0,
0,0,28,2020,53,,202053,"[]",12,0,0,
0,0,29,2020,53,,202053,"[]",12,0,0,
0,0,30,2020,53,,202053,"[]",12,0,0,
0,0,31,2020,53,,202053,"[]",12,0,0,
0,0,1,2021,53,,202153,"[]",1,0,0,
0,0,2,2021,53,,202153,"[]",1,0,0,
0,0,3,2021,53,,202153,"[]",1,0,0,
0,0,4,2021,1,,20211,"[]",1,0,0,
0,0,5,2021,1,,20211,"[]",1,0,0,
0,0,6,2021,1,,20211,"[]",1,0,0,
0,0,7,2021,1,,20211,"[]",1,0,0,
0,0,8,2021,1,,20211,"[]",1,0,0,
0,0,9,2021,1,,20211,"[]",1,0,0,
0,0,10,2021,1,,20211,"[]",1,0,0,
0,0,11,2021,2,,20212,"[]",1,0,0,
0,0,12,2021,2,,20212,"[]",1,0,0,
0,0,13,2021,2,,20212,"[]",1,0,0,
0,0,14,2021,2,,20212,"[]",1,0,0,
0,0,15,2021,2,,20212,"[]",1,0,0,
0,0,16,2021,2,,20212,"[]",1,0,0,
0,0,17,2021,2,,20212,"[]",1,0,0,
0,0,18,2021,3,,20213,"[]",1,0,0,
0,0,19,2021,3,,20213,"[]",1,0,0,
0,0,20,2021,3,,20213,"[]",1,0,0,
0,0,21,2021,3,,20213,"[]",1,0,0,
0,0,22,2021,3,,20213,"[]",1,0,0,
0,0,23,2021,3,,20213,"[]",1,0,0,
0,0,24,2021,3,,20213,"[]",1,0,0,
0,0,25,2021,4,,20214,"[]",1,0,0,
0,0,26,2021,4,,20214,"[]",1,0,0,
0,0,27,2021,4,,20214,"[]",1,0,0,
0,0,28,2021,4,,20214,"[]",1,0,0,
0,0,29,2021,4,,20214,"[]",1,0,0,
0,0,30,2021,4,,20214,"[]",1,0,0,
0,0,31,2021,4,,20214,"[]",1,0,0,
0,0,1,2021,5,,20215,"[]",2,0,0,
0,0,2,2021,5,,20215,"[]",2,0,0,
0,0,3,2021,5,,20215,"[]",2,0,0,
0,0,4,2021,5,,20215,"[]",2,0,0,
0,0,5,2021,5,,20215,"[]",2,0,0,
0,0,6,2021,5,,20215,"[]",2,0,0,
0,0,7,2021,5,,20215,"[]",2,0,0,
0,0,8,2021,6,,20216,"[]",2,0,0,
0,0,9,2021,6,,20216,"[]",2,0,0,
0,0,10,2021,6,,20216,"[]",2,0,0,
0,0,11,2021,6,,20216,"[]",2,0,0,
0,0,12,2021,6,,20216,"[]",2,0,0,
0,0,13,2021,6,,20216,"[]",2,0,0,
0,0,14,2021,6,,20216,"[]",2,0,0,
0,0,15,2021,7,,20217,"[]",2,0,0,
0,0,16,2021,7,,20217,"[]",2,0,0,
0,0,17,2021,7,,20217,"[]",2,0,0,
0,0,18,2021,7,,20217,"[]",2,0,0,
0,0,19,2021,7,,20217,"[]",2,0,0,
0,0,20,2021,7,,20217,"[]",2,0,0,
0,0,21,2021,7,,20217,"[]",2,0,0,
0,0,22,2021,8,,20218,"[]",2,0,0,
0,0,23,2021,8,,20218,"[]",2,0,0,
0,0,24,2021,8,,20218,"[]",2,0,0,
0,0,25,2021,8,,20218,"[]",2,0,0,
0,0,26,2021,8,,20218,"[]",2,0,0,
0,0,27,2021,8,,20218,"[]",2,0,0,
0,0,28,2021,8,,20218,"[]",2,0,0,
0,0,1,2021,9,,20219,"[]",3,0,0,
0,0,2,2021,9,,20219,"[]",3,0,0,
0,0,3,2021,9,,20219,"[]",3,0,0,
0,0,4,2021,9,,20219,"[]",3,0,0,
0,0,5,2021,9,,20219,"[]",3,0,0,
0,0,6,2021,9,,20219,"[]",3,0,0,
0,0,7,2021,9,,20219,"[]",3,0,0,
0,0,8,2021,10,,202110,"[]",3,0,0,
0,0,9,2021,10,,202110,"[]",3,0,0,
0,0,10,2021,10,,202110,"[]",3,0,0,
0,0,11,2021,10,,202110,"[]",3,0,0,
0,0,12,2021,10,,202110,"[]",3,0,0,
0,0,13,2021,10,,202110,"[]",3,0,0,
0,0,14,2021,10,,202110,"[]",3,0,0,
0,0,15,2021,11,,202111,"[]",3,0,0,
0,0,16,2021,11,,202111,"[]",3,0,0,
0,0,17,2021,11,,202111,"[]",3,0,0,
0,0,18,2021,11,,202111,"[]",3,0,0,
0,0,19,2021,11,,202111,"[]",3,0,0,
0,0,20,2021,11,,202111,"[]",3,0,0,
0,0,21,2021,11,,202111,"[]",3,0,0,
0,0,22,2021,12,,202112,"[]",3,0,0,
0,0,26,2021,12,,202112,"[]",3,0,0,
0,0,9,2021,14,,202114,"[]",4,0,0,
0,0,10,2021,14,,202114,"[]",4,0,0,
0,0,14,2021,15,,202115,"[]",4,0,0,
0,0,16,2021,15,,202115,"[]",4,0,0,
0,0,19,2021,16,,202116,"[]",4,0,0,
0,0,22,2021,16,,202116,"[]",4,0,0,
0,0,24,2021,16,,202116,"[]",4,0,0,
0,0,1,2021,17,,202117,"[]",5,0,0,
0,0,9,2021,18,,202118,"[]",5,0,0,
0,0,10,2021,19,,202119,"[]",5,0,0,
0,0,11,2021,19,,202119,"[]",5,0,0,
0,0,12,2021,19,,202119,"[]",5,0,0,
0,0,13,2021,19,,202119,"[]",5,0,0,
0,0,16,2021,19,,202119,"[]",5,0,0,
0,0,22,2021,20,,202120,"[]",5,0,0,
0,0,27,2021,21,,202121,"[]",5,0,0,
0,0,28,2021,21,,202121,"[]",5,0,0,
0,0,29,2021,21,,202121,"[]",5,0,0,
0,0,1,2021,22,,202122,"[]",6,0,0,
0,0,4,2021,22,,202122,"[]",6,0,0,
0,0,5,2021,22,,202122,"[]",6,0,0,
0,0,8,2021,23,,202123,"[]",6,0,0,
0,0,9,2021,23,,202123,"[]",6,0,0,
0,0,10,2021,23,,202123,"[]",6,0,0,
0,0,11,2021,23,,202123,"[]",6,0,0,
0,0,13,2021,23,,202123,"[]",6,0,0,
0,0,16,2021,24,,202124,"[]",6,0,0,
0,0,18,2021,24,,202124,"[]",6,0,0,
0,0,19,2021,24,,202124,"[]",6,0,0,
0,0,23,2021,25,,202125,"[]",6,0,0,
0,0,25,2021,25,,202125,"[]",6,0,0,
0,0,26,2021,25,,202125,"[]",6,0,0,
0,0,28,2021,26,,202126,"[]",6,0,0,
0,0,1,2021,26,,202126,"[]",7,0,0,
0,0,2,2021,26,,202126,"[]",7,0,0,
0,0,3,2021,26,,202126,"[]",7,0,0,
0,0,4,2021,26,,202126,"[]",7,0,0,
0,0,5,2021,27,,202127,"[]",7,0,0,
0,0,8,2021,27,,202127,"[]",7,0,0,
0,0,9,2021,27,,202127,"[]",7,0,0,
0,0,10,2021,27,,202127,"[]",7,0,0,
0,0,11,2021,27,,202127,"[]",7,0,0,
0,0,12,2021,28,,202128,"[]",7,0,0,
0,0,14,2021,28,,202128,"[]",7,0,0,
0,0,16,2021,28,,202128,"[]",7,0,0,
0,0,17,2021,28,,202128,"[]",7,0,0,
0,0,18,2021,28,,202128,"[]",7,0,0,
0,0,20,2021,29,,202129,"[]",7,0,0,
0,0,21,2021,29,,202129,"[]",7,0,0,
0,0,22,2021,29,,202129,"[]",7,0,0,
0,0,23,2021,29,,202129,"[]",7,0,0,
0,0,24,2021,29,,202129,"[]",7,0,0,
0,0,25,2021,29,,202129,"[]",7,0,0,
0,0,31,2021,30,,202130,"[]",7,0,0,
0,0,1,2021,30,,202130,"[]",8,0,0,
0,0,2,2021,31,,202131,"[]",8,0,0,
0,0,3,2021,31,,202131,"[]",8,0,0,
0,0,4,2021,31,,202131,"[]",8,0,0,
0,0,6,2021,31,,202131,"[]",8,0,0,
0,0,7,2021,31,,202131,"[]",8,0,0,
0,0,8,2021,31,,202131,"[]",8,0,0,
0,0,10,2021,32,,202132,"[]",8,0,0,
0,0,11,2021,32,,202132,"[]",8,0,0,
0,0,12,2021,32,,202132,"[]",8,0,0,
0,0,13,2021,32,,202132,"[]",8,0,0,
0,0,14,2021,32,,202132,"[]",8,0,0,
0,0,15,2021,32,,202132,"[]",8,0,0,
0,0,16,2021,33,,202133,"[]",8,0,0,
0,0,19,2021,33,,202133,"[]",8,0,0,
0,0,21,2021,33,,202133,"[]",8,0,0,
0,0,23,2021,34,,202134,"[]",8,0,0,
0,0,26,2021,34,,202134,"[]",8,0,0,
0,0,27,2021,34,,202134,"[]",8,0,0,
0,0,28,2021,34,,202134,"[]",8,0,0,
0,0,29,2021,34,,202134,"[]",8,0,0,
0,0,30,2021,35,,202135,"[]",8,0,0,
0,0,31,2021,35,,202135,"[]",8,0,0,
0,0,3,2021,35,,202135,"[]",9,0,0,
0,0,4,2021,35,,202135,"[]",9,0,0,
0,0,7,2021,36,,202136,"[]",9,0,0,
0,0,8,2021,36,,202136,"[]",9,0,0,
0,0,9,2021,36,,202136,"[]",9,0,0,
0,0,11,2021,36,,202136,"[]",9,0,0,
0,0,12,2021,36,,202136,"[]",9,0,0,
0,0,13,2021,37,,202137,"[]",9,0,0,
0,0,14,2021,37,,202137,"[]",9,0,0,
0,0,15,2021,37,,202137,"[]",9,0,0,
0,0,16,2021,37,,202137,"[]",9,0,0,
0,0,17,2021,37,,202137,"[]",9,0,0,
0,0,18,2021,37,,202137,"[]",9,0,0,
0,0,20,2021,38,,202138,"[]",9,0,0,
0,0,21,2021,38,,202138,"[]",9,0,0,
0,0,22,2021,38,,202138,"[]",9,0,0,
0,0,24,2021,38,,202138,"[]",9,0,0,
0,0,25,2021,38,,202138,"[]",9,0,0,
0,0,26,2021,38,,202138,"[]",9,0,0,
0,0,27,2021,39,,202139,"[]",9,0,0,
0,0,28,2021,39,,202139,"[]",9,0,0,
0,0,29,2021,39,,202139,"[]",9,0,0,
0,0,30,2021,39,,202139,"[]",9,0,0,
0,0,2,2021,39,,202139,"[]",10,0,0,
0,0,3,2021,39,,202139,"[]",10,0,0,
0,0,4,2021,40,,202140,"[]",10,0,0,
0,0,5,2021,40,,202140,"[]",10,0,0,
0,0,10,2021,40,,202140,"[]",10,0,0,
0,0,12,2021,41,,202141,"[]",10,0,0,
0,0,16,2021,41,,202141,"[]",10,0,0,
0,0,17,2021,41,,202141,"[]",10,0,0,
0,0,19,2021,42,,202142,"[]",10,0,0,
0,0,20,2021,42,,202142,"[]",10,0,0,
0,0,21,2021,42,,202142,"[]",10,0,0,
0,0,22,2021,42,,202142,"[]",10,0,0,
0,0,23,2021,42,,202142,"[]",10,0,0,
0,0,24,2021,42,,202142,"[]",10,0,0,
0,0,25,2021,43,,202143,"[]",10,0,0,
0,0,26,2021,43,,202143,"[]",10,0,0,
0,0,27,2021,43,,202143,"[]",10,0,0,
0,0,28,2021,43,,202143,"[]",10,0,0,
0,0,29,2021,43,,202143,"[]",10,0,0,
0,0,30,2021,43,,202143,"[]",10,0,0,
0,0,31,2021,43,,202143,"[]",10,0,0,
0,0,1,2021,44,,202144,"[]",11,0,0,
0,0,3,2021,44,,202144,"[]",11,0,0,
0,0,6,2021,44,,202144,"[]",11,0,0,
0,0,9,2021,45,,202145,"[]",11,0,0,
0,0,10,2021,45,,202145,"[]",11,0,0,
0,0,11,2021,45,,202145,"[]",11,0,0,
0,0,12,2021,45,,202145,"[]",11,0,0,
0,0,13,2021,45,,202145,"[]",11,0,0,
0,0,14,2021,45,,202145,"[]",11,0,0,
0,0,15,2021,46,,202146,"[]",11,0,0,
0,0,16,2021,46,,202146,"[]",11,0,0,
0,0,17,2021,46,,202146,"[]",11,0,0,
0,0,18,2021,46,,202146,"[]",11,0,0,
0,0,19,2021,46,,202146,"[]",11,0,0,
0,0,20,2021,46,,202146,"[]",11,0,0,
0,0,21,2021,46,,202146,"[]",11,0,0,
0,0,22,2021,47,,202147,"[]",11,0,0,
0,0,23,2021,47,,202147,"[]",11,0,0,
0,0,26,2021,47,,202147,"[]",11,0,0,
0,0,27,2021,47,,202147,"[]",11,0,0,
0,0,28,2021,47,,202147,"[]",11,0,0,
0,0,29,2021,48,,202148,"[]",11,0,0,
0,0,30,2021,48,,202148,"[]",11,0,0,
0,0,1,2021,48,,202148,"[]",12,0,0,
0,0,2,2021,48,,202148,"[]",12,0,0,
0,0,3,2021,48,,202148,"[]",12,0,0,
0,0,5,2021,48,,202148,"[]",12,0,0,
0,0,7,2021,49,,202149,"[]",12,0,0,
0,0,8,2021,49,,202149,"[]",12,0,0,
0,0,11,2021,49,,202149,"[]",12,0,0,
0,0,15,2021,50,,202150,"[]",12,0,0,
0,0,16,2021,50,,202150,"[]",12,0,0,
0,0,23,2021,51,,202151,"[]",12,0,0,
0,0,25,2021,51,,202151,"[]",12,0,0,
0,0,26,2021,51,,202151,"[]",12,0,0,
0,0,27,2021,52,,202152,"[]",12,0,0,
0,0,30,2021,52,,202152,"[]",12,0,0,
0,0,1,2022,52,,202252,"[]",1,0,0,
0,0,8,2022,1,,20221,"[]",1,0,0,
0,0,26,2022,4,,20224,"[]",1,0,0,
0,0,30,2022,4,,20224,"[]",1,0,0,
0,0,6,2022,5,,20225,"[]",2,0,0,
0,0,19,2022,7,,20227,"[]",2,0,0,
0,0,20,2022,7,,20227,"[]",2,0,0,
0,0,26,2022,8,,20228,"[]",2,0,0,
0,0,27,2022,8,,20228,"[]",2,0,0,
0,0,5,2022,9,,20229,"[]",3,0,0,
0,0,13,2022,10,,202210,"[]",3,0,0,
0,0,31,2022,13,,202213,"[]",3,0,0,
0,0,1,2022,13,,202213,"[]",4,0,0,
0,0,2,2022,13,,202213,"[]",4,0,0,
0,0,3,2022,13,,202213,"[]",4,0,0,
0,0,7,2022,14,,202214,"[]",4,0,0,
0,0,16,2022,15,,202215,"[]",4,0,0,
0,0,18,2022,16,,202216,"[]",4,0,0,
0,0,24,2022,16,,202216,"[]",4,0,0,
0,0,30,2022,17,,202217,"[]",4,0,0,
0,0,7,2022,18,,202218,"[]",5,0,0,
0,0,11,2022,19,,202219,"[]",5,0,0,
0,0,4,2022,22,,202222,"[]",6,0,0,
0,0,12,2022,23,,202223,"[]",6,0,0,
0,0,24,2022,25,,202225,"[]",6,0,0,
0,0,28,2022,26,,202226,"[]",6,0,0,
0,0,6,2024,1,,20241,"[]",1,0,0,
